0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng
HOO|HOO|||Nhon Co|Nhon Co|Кваньдук|Кваньдук|Quanduc|Quanduc
HOP|HOP|||Campbell AAF|Campbell AAF|||Hopkinsville|Hopkinsville
HOQ|HOQ|Хоф|Хоф|Hof|Hof|Хоф|Хоф|Hof|Hof
HOR|HOR|||Horta|Horta|||Horta|Horta
HOS|HOS|||Oscar Reguera|Oscar Reguera|||Chos Malal|Chos Malal
HOT|HOT|||Memorial Field|Memorial Field|||Hot Springs|Hot Springs
HOU|HOU|||William P Hobby|William P Hobby|||Houston, TX|Houston, TX
HOV|HOV|Ховден|Ховден|Hovden|Hovden|||Orsta-Volda|Orsta-Volda
HOW|HOW|||Howard Afb|Howard Afb|||Fort Kobbe|Fort Kobbe
HOX|HOX|Хомалин|Хомалин|Homalin|Homalin|Хомалин|Хомалин|Homalin|Homalin
HOY|HOY|Хой-Айленд|Хой-Айленд|Hoy Island|Hoy Island|Хой-Айленд|Хой-Айленд|Hoy Island|Hoy Island
HPB|HPB|||Hooper Bay|Hooper Bay|||Hooper Bay|Hooper Bay
HPE|HPE|||Hope Vale|Hope Vale|||Hope Vale|Hope Vale
HPH|HPH|||Catbi|Catbi|Хейфонг|Хейфонг|Haiphong|Haiphong
HPN|HPN|||Westchester County Apt|Westchester County Apt|||White Plains|White Plains
HPP|HPP|||Poipet|Poipet|||Poipet|Poipet
HPR|HPR|||Central Hpr|Central Hpr|Претория|Претория|Pretoria|Pretoria
HPT|HPT|||Municipal|Municipal|||Hampton|Hampton
HPV|HPV|||Princeville|Princeville|||Kauai Island|Kauai Island
HPY|HPY|||Baytown|Baytown|||Baytown|Baytown
HQM|HQM|||Bowerman|Bowerman|||Hoquiam|Hoquiam
HRA|HRA|Мансехра|Мансехра|Mansehra|Mansehra|Мансехра|Мансехра|Mansehra|Mansehra
HRB|HRB|Харбин|Харбин|Harbin|Harbin|Харбин|Харбин|Harbin|Harbin
HRC|HRC|Жарейм|Жарейм|Zhairem|Zhairem|Жайрем|Жайрем|Zhairem|Zhairem
HRE|HRE|Хараре|Хараре|Harare|Harare|Хараре|Хараре|Harare|Harare
HRG|HRG|Хургада|Хургада|Hurghada|Hurghada|Хургада|Хургада|Hurghada|Hurghada
HRJ|HRJ|Чаурджхари|Чаурджхари|Chaurjhari|Chaurjhari|Чаурджхари|Чаурджхари|Chaurjhari|Chaurjhari
HRK|HRK|Харьков|Харьков|Kharkov|Kharkov|Харьков|Харьков|Kharkov|Kharkov
HRL|HRL|||Valley International|Valley International|Харлинген|Харлинген|Harlingen|Harlingen
HRN|HRN|||Heliport|Heliport|Герон Айленд|Герон Айленд|Heron Island|Heron Island
HRO|HRO|||Boone County|Boone County|||Harrison|Harrison
HRR|HRR|Херрера|Херрера|Herrera|Herrera|Херрера|Херрера|Herrera|Herrera
HRS|HRS|||Harrismith Airport|Harrismith Airport|Харрисмит|Харрисмит|Harrismith|Harrismith
HRT|HRT|||Linton-On-Ouse|Linton-On-Ouse|Херрогейт|Херрогейт|Harrogate|Harrogate
HRY|HRY|||Henbury|Henbury|||Henbury|Henbury
HRZ|HRZ|||Horizontina|Horizontina|||Horizontina|Horizontina
HSB|HSB|Ралей|Ралей|Raleigh|Raleigh|||Harrisburg|Harrisburg
HSC|HSC|Шаньгван|Шаньгван|Shaoguan|Shaoguan|Шаогуань|Шаогуань|Shaoguan|Shaoguan
HSG|HSG|||Saga|Saga|||Saga|Saga
HSH|HSH|||Henderson Sky Harbor|Henderson Sky Harbor|Лас Вегас|Лас Вегас|Las Vegas|Las Vegas
HSI|HSI|||Hastings|Hastings|||Hastings|Hastings
HSK|HSK|Хуэска|Хуэска|Huesca|Huesca|Хуэска|Хуэска|Huesca|Huesca
HSL|HSL|||Huslia|Huslia|||Huslia|Huslia
HSM|HSM|||Horsham|Horsham|||Horsham|Horsham
HSN|HSN|Чжушань|Чжушань|Zhoushan|Zhoushan|Чжушань|Чжушань|Zhoushan|Zhoushan
HSP|HSP|||Ingalls Field|Ingalls Field|||Hot Springs|Hot Springs
HSS|HSS|Хиссар|Хиссар|Hissar|Hissar|Хиссар|Хиссар|Hissar|Hissar
HST|HST|||AFB|AFB|||Homestead|Homestead
HSV|HSV|||Huntsville International - Carl T. Jones Field Airport|Huntsville International - Carl T. Jones Field Airport|||Huntsville|Huntsville
HSZ|HSZ|||Hsinchu|Hsinchu|||Hsinchu|Hsinchu
HTA|HTA|Чита|Чита|Chita|Chita|Чита|Чита|Chita|Chita
HTB|HTB|||Terre-de-Bas|Terre-de-Bas|||Terre-de-Bas|Terre-de-Bas
HTF|HTF|||Hatfield|Hatfield|||Hatfield|Hatfield
HTG|HTG|Хатанга|Хатанга|Hatanga|Hatanga|Хатанга|Хатанга|Hatanga|Hatanga
HTH|HTH|||Hawthorne|Hawthorne|||Hawthorne|Hawthorne
HTI|HTI|Хамилтон Айленд|Хамилтон Айленд|Hamilton Island|Hamilton Island|Хамилтон Айленд|Хамилтон Айленд|Hamilton Island|Hamilton Island
HTL|HTL|||Roscommon County|Roscommon County|||Houghton|Houghton
HTM|HTM|||Khatgal|Khatgal|||Khatgal|Khatgal
HTN|HTN|Хотань|Хотань|Hotan|Hotan|Хотан|Хотан|Hotan|Hotan
HTO|HTO|||East Hampton|East Hampton|||East Hampton|East Hampton
HTR|HTR|Хатерума|Хатерума|Hateruma|Hateruma|Хатерума|Хатерума|Hateruma|Hateruma
HTS|HTS|||Tri-State/Milton|Tri-State/Milton|||Huntington|Huntington
HTU|HTU|||Hopetoun|Hopetoun|||Hopetoun|Hopetoun
HTW|HTW|||Lawrence County Airpark|Lawrence County Airpark|||Chesapeake/Huntington Wv|Chesapeake/Huntington Wv
HTZ|HTZ|Хато-Коросал|Хато-Коросал|Hato Corozal|Hato Corozal|Хато-Коросал|Хато-Коросал|Hato Corozal|Hato Corozal
HUA|HUA|||Redstone AAF|Redstone AAF|||Huntsville|Huntsville
HUB|HUB|Хамберт-Ривер|Хамберт-Ривер|Humbert River|Humbert River|Хамберт-Ривер|Хамберт-Ривер|Humbert River|Humbert River
HUC|HUC|||Humacao Arpt|Humacao Arpt|||Humacao|Humacao
HUD|HUD|||Humboldt|Humboldt|||Humboldt|Humboldt
HUE|HUE|Хумера|Хумера|Humera|Humera|Хумера|Хумера|Humera|Humera
HUF|HUF|||Hulman Field|Hulman Field|||Terre Haute|Terre Haute
HUG|HUG|Хухутенанго|Хухутенанго|Huehuetenango|Huehuetenango|Хухутенанго|Хухутенанго|Huehuetenango|Huehuetenango
HUH|HUH|||Huahine|Huahine|||Huahine|Huahine
HUI|HUI|||Phu Bai|Phu Bai|Гуе|Гуе|Hue|Hue
HUJ|HUJ|||Hugo|Hugo|||Hugo|Hugo
HUK|HUK|||Hukuntsi|Hukuntsi|||Hukuntsi|Hukuntsi
HUL|HUL|||International|International|||Houlton|Houlton
HUM|HUM|||Terrebonne|Terrebonne|||Houma|Houma
HUN|HUN|Хуалянь|Хуалянь|Hualien|Hualien|Хуалянь|Хуалянь|Hualien|Hualien
HUQ|HUQ|Хоун|Хоун|Houn|Houn|Хоун|Хоун|Houn|Houn
HUS|HUS|||Municipal|Municipal|||Hughes|Hughes
HUT|HUT|||Hutchinson|Hutchinson|||Hutchinson|Hutchinson
HUU|HUU|Уануко|Уануко|Huanuco|Huanuco|Уануко|Уануко|Huanuco|Huanuco
HUV|HUV|Худиксвалл|Худиксвалл|Hudiksvall|Hudiksvall|Худиксвалл|Худиксвалл|Hudiksvall|Hudiksvall
HUX|HUX|Хуатулко|Хуатулко|Huatulco|Huatulco|Хуатулко|Хуатулко|Huatulco|Huatulco
HUY|HUY|||Humberside International|Humberside International|Хамберсайд|Хамберсайд|Humberside|Humberside
HUZ|HUZ|Хуэйчжоу|Хуэйчжоу|Huizhou|Huizhou|Хуэйчжоу|Хуэйчжоу|Huizhou|Huizhou
HVA|HVA|Аналалава|Аналалава|Analalava|Analalava|Аналалава|Аналалава|Analalava|Analalava
HVB|HVB|Херви Бей|Херви Бей|Hervey Bay|Hervey Bay|Херви Бей|Херви Бей|Hervey Bay|Hervey Bay
HVD|HVD|||Khovd|Khovd|||Khovd|Khovd
HVE|HVE|||Intermediate|Intermediate|||Hanksville|Hanksville
HVG|HVG|||Valan|Valan|Хоннигсвог|Хоннигсвог|Honningsvag|Honningsvag
HVK|HVK|Холмавик|Холмавик|Holmavik|Holmavik|Холмавик|Холмавик|Holmavik|Holmavik
HVM|HVM|Хваммстанги|Хваммстанги|Hvammstangi|Hvammstangi|Хваммстанги|Хваммстанги|Hvammstangi|Hvammstangi
HVN|HVN|||New Haven|New Haven|||New Haven|New Haven
HVR|HVR|||City County|City County|||Havre|Havre
HVS|HVS|||Municipal|Municipal|||Hartsville|Hartsville
HWA|HWA|Хавабанго|Хавабанго|Hawabango|Hawabango|Хавабанго|Хавабанго|Hawabango|Hawabango
HWD|HWD|||Air Terminal|Air Terminal|||Hayward|Hayward
HWI|HWI|||SPB|SPB|||Hawk Inlet|Hawk Inlet
HWK|HWK|||Wilpena Pound|Wilpena Pound|||Hawker|Hawker
HWN|HWN|||Hwange Nat Park|Hwange Nat Park|||Hwange Nat Park|Hwange Nat Park
HWO|HWO|||North Perry|North Perry|Холливуд|Холливуд|Hollywood|Hollywood
HXX|HXX|||Hay|Hay|||Hay|Hay
HYA|HYA|||Barnstable|Barnstable|Хианнис|Хианнис|Hyannis|Hyannis
HYC|HYC|Хай-Вайкомб|Хай-Вайкомб|High Wycombe|High Wycombe|Хай-Вайкомб|Хай-Вайкомб|High Wycombe|High Wycombe
HYD|HYD|||Rajiv Gandhi Airport|Rajiv Gandhi Airport|Хидерабад|Хидерабад|Hyderabad|Hyderabad
HYF|HYF|Хейфильдз|Хейфильдз|Hayfields|Hayfields|Хейфильдз|Хейфильдз|Hayfields|Hayfields
HYG|HYG|||SPB|SPB|||Hydaburg|Hydaburg
HYL|HYL|||SPB|SPB|||Hollis|Hollis
HYN|HYN|Хуанань|Хуанань|Huangyan|Huangyan|Хуанань|Хуанань|Huangyan|Huangyan
HYR|HYR|||Municipal|Municipal|||Hayward|Hayward
HYS|HYS|||Municipal|Municipal|||Hays|Hays
HYV|HYV|Хивинкаа|Хивинкаа|Hyvinkaa|Hyvinkaa|Хивинкаа|Хивинкаа|Hyvinkaa|Hyvinkaa
HZB|HZB|||Merville/Calonne|Merville/Calonne|Хазебрук|Хазебрук|Hazebrouck|Hazebrouck
HZG|HZG|Ханьчжун|Ханьчжун|Hanzhong|Hanzhong|Ханьчжун|Ханьчжун|Hanzhong|Hanzhong
HZH|HZH|||Liping|Liping|||Liping City|Liping City
HZK|HZK|Хусавик|Хусавик|Husavik|Husavik|Хусавик|Хусавик|Husavik|Husavik
HZL|HZL|||Hazleton|Hazleton|||Hazleton|Hazleton
HZV|HZV|Хезивью|Хезивью|Hazyview|Hazyview|Хезивью|Хезивью|Hazyview|Hazyview
IAA|IAA|Игарка|Игарка|Igarka|Igarka|Игарка|Игарка|Igarka|Igarka
IAB|IAB|||Mcconnell AFB|Mcconnell AFB|Вичита|Вичита|Wichita|Wichita
IAD|IAD|||Washington Dulles International|Washington Dulles International|||Washington, DC|Washington, DC
IAG|IAG|||International|International|Ниагара Фоллз|Ниагара Фоллз|Niagara Falls|Niagara Falls
IAH|IAH|||George Bush Intercontinental|George Bush Intercontinental|Хьюстон|Хьюстон|Houston|Houston
IAM|IAM|||In Amenas|In Amenas|||In Amenas|In Amenas
IAN|IAN|||Bob Barker Memorial|Bob Barker Memorial|||Kiana|Kiana
IAQ|IAQ|Бахреган|Бахреган|Bahregan|Bahregan|Бахреган|Бахреган|Bahregan|Bahregan
IAR|IAR|Туношна|Туношна|Tunoshna|Tunoshna|Ярославль|Ярославль|Yaroslavl|Yaroslavl
IAS|IAS|Иаси|Иаси|Iasi|Iasi|Иаси|Иаси|Iasi|Iasi
IAU|IAU|||Iaura|Iaura|||Iaura|Iaura
IBA|IBA|Ибадан|Ибадан|Ibadan|Ibadan|Ибадан|Ибадан|Ibadan|Ibadan
IBE|IBE|Ибаги|Ибаги|Ibague|Ibague|Ибаги|Ибаги|Ibague|Ibague
IBI|IBI|Ибоки|Ибоки|Iboki|Iboki|Ибоки|Ибоки|Iboki|Iboki
IBL|IBL|||Indigo Bay Lodge|Indigo Bay Lodge|||Indigo Bay Lodge|Indigo Bay Lodge
IBO|IBO|Ибо|Ибо|Ibo|Ibo|Ибо|Ибо|Ibo|Ibo
IBP|IBP|Иберия|Иберия|Iberia|Iberia|Иберия|Иберия|Iberia|Iberia
IBZ|IBZ|Ибица|Ибица|Ibiza|Ibiza|Ибица|Ибица|Ibiza|Ibiza
ICA|ICA|Икабару|Икабару|Icabaru|Icabaru|Икабару|Икабару|Icabaru|Icabaru
ICI|ICI|Кикия|Кикия|Cicia|Cicia|Кикия|Кикия|Cicia|Cicia
ICK|ICK|||Nieuw Nickerie|Nieuw Nickerie|||Nieuw Nickerie|Nieuw Nickerie
ICL|ICL|||Municipal|Municipal|||Clarinda|Clarinda
ICN|ICN|||Incheon International|Incheon International|Сеул|Сеул|Seoul|Seoul
ICO|ICO|||Sicogon Island|Sicogon Island|||Sicogon Island|Sicogon Island
ICR|ICR|Никаро|Никаро|Nicaro|Nicaro|Никаро|Никаро|Nicaro|Nicaro
ICT|ICT|||Mid-Continent|Mid-Continent|Вичита|Вичита|Wichita|Wichita
ICY|ICY|||Icy Bay|Icy Bay|||Icy Bay|Icy Bay
IDA|IDA|||Fanning Field|Fanning Field|Айдахо Фоллз|Айдахо Фоллз|Idaho Falls|Idaho Falls
IDB|IDB|Идре|Идре|Idre|Idre|Идре|Идре|Idre|Idre
IDC|IDC|||Ila Da Chilonzuene|Ila Da Chilonzuene|||Ila Da Chilonzuene|Ila Da Chilonzuene
IDF|IDF|Идиофа|Идиофа|Idiofa|Idiofa|Идиофа|Идиофа|Idiofa|Idiofa
IDG|IDG|||Municipal|Municipal|||Ida Grove|Ida Grove
IDI|IDI|||ndiana County Airport (Jimmy Stewart Field)|ndiana County Airport (Jimmy Stewart Field)|||Indiana, PA|Indiana, PA
IDK|IDK|||Indulkana|Indulkana|||Indulkana|Indulkana
IDN|IDN|Индаген|Индаген|Indagen|Indagen|Индаген|Индаген|Indagen|Indagen
IDO|IDO|||Rio|Rio|||Santa Isabel do Morro|Santa Isabel do Morro
IDP|IDP|Индепенденс|Индепенденс|Independence|Independence|Индепенденс|Индепенденс|Independence|Independence
IDR|IDR|||Devi Ahilyabai Holkar|Devi Ahilyabai Holkar|Индор|Индор|Indore|Indore
IEG|IEG|||Babimost|Babimost|Зелена-Гора|Зелена-Гора|Zielona Gora|Zielona Gora
IEJ|IEJ|Иежима|Иежима|Iejima|Iejima|Иежима|Иежима|Iejima|Iejima
IES|IES|||Riesa|Riesa|||Riesa|Riesa
IEV|IEV|Жуляны|Жуляны|Zhulhany|Zhulhany|Киев|Киев|Kiev|Kiev
IFA|IFA|||Iowa Falls|Iowa Falls|||Iowa Falls|Iowa Falls
IFF|IFF|||Iffley|Iffley|||Iffley|Iffley
IFH|IFH|||Hesa|Hesa|||Hesa|Hesa
IFJ|IFJ|Исафьордур|Исафьордур|Isafjordur|Isafjordur|Исафьордур|Исафьордур|Isafjordur|Isafjordur
IFL|IFL|||Innisfail|Innisfail|||Innisfail|Innisfail
IFN|IFN|||Shahid Beheshti|Shahid Beheshti|Исфахан|Исфахан|Isfahan|Isfahan
IFO|IFO|Иваново-Франковск|Иваново-Франковск|Ivano-Frankovsk|Ivano-Frankovsk|Ивано-Франковск|Ивано-Франковск|Ivano-Frankovsk|Ivano-Frankovsk
IFP|IFP|||Laughlin Bullhead Intl|Laughlin Bullhead Intl|||Bullhead City|Bullhead City
IGA|IGA|||Inagua|Inagua|||Inagua|Inagua
IGB|IGB|Инженеро-Джако|Инженеро-Джако|Ingeniero Jacobacci|Ingeniero Jacobacci|Инженеро-Джако|Инженеро-Джако|Ingeniero Jacobacci|Ingeniero Jacobacci
IGE|IGE|Игуэла|Игуэла|Iguela|Iguela|Игуэла|Игуэла|Iguela|Iguela
IGG|IGG|||Igiugig|Igiugig|||Igiugig|Igiugig
IGH|IGH|||Ingham|Ingham|||Ingham|Ingham
IGL|IGL|||Cigli Military Arpt|Cigli Military Arpt|Измир|Измир|Izmir|Izmir
IGM|IGM|||Kingman|Kingman|||Kingman|Kingman
IGN|IGN|||Maria Cristina|Maria Cristina|Илиган|Илиган|Iligan|Iligan
IGO|IGO|Чигородо|Чигородо|Chigorodo|Chigorodo|Чигородо|Чигородо|Chigorodo|Chigorodo
IGR|IGR|||Cataratas|Cataratas|||Iguazu|Iguazu
IGS|IGS|||Ingolstadt-manching|Ingolstadt-manching|||Ingolstadt-manching|Ingolstadt-manching
IGU|IGU|||Cataratas|Cataratas|||Iguassu Falls|Iguassu Falls
IHA|IHA|||Niihama|Niihama|||Niihama|Niihama
IHC|IHC|||Inhaca|Inhaca|||Inhaca|Inhaca
IHN|IHN|Кишн|Кишн|Qishn|Qishn|Кишн|Кишн|Qishn|Qishn
IHO|IHO|Ихоси|Ихоси|Ihosy|Ihosy|Ихоси|Ихоси|Ihosy|Ihosy
IHR|IHR|||Iran Shahr|Iran Shahr|||Iran Shahr|Iran Shahr
IHU|IHU|Иху|Иху|Ihu|Ihu|Иху|Иху|Ihu|Ihu
IIA|IIA|Инишмаан|Инишмаан|Inishmaan|Inishmaan|||Galloway|Galloway
IIL|IIL|||Ilaam|Ilaam|||Ilaam|Ilaam
IIN|IIN|Нисиноомоте|Нисиноомоте|Nishinoomote|Nishinoomote|Нисиноомоте|Нисиноомоте|Nishinoomote|Nishinoomote
IIS|IIS|Ниссан-Айленд|Ниссан-Айленд|Nissan Island|Nissan Island|Ниссан-Айленд|Ниссан-Айленд|Nissan Island|Nissan Island
IJK|IJK|Ижевск|Ижевск|Izhevsk|Izhevsk|Ижевск|Ижевск|Izhevsk|Izhevsk
IJU|IJU|||J. Batista Bos Filho Airport|J. Batista Bos Filho Airport|||Ijui|Ijui
IJX|IJX|||Municipal|Municipal|||Jacksonville|Jacksonville
IKB|IKB|||Wilkes County|Wilkes County|||Wilkesboro|Wilkesboro
IKI|IKI|Ики|Ики|Iki|Iki|Ики|Ики|Iki|Iki
IKK|IKK|||Greater Kankakee|Greater Kankakee|||Kankakee|Kankakee
IKL|IKL|Икела|Икела|Ikela|Ikela|Икела|Икела|Ikela|Ikela
IKO|IKO|||Nikolski AFS|Nikolski AFS|||Nikolski|Nikolski
IKP|IKP|||Inkerman|Inkerman|||Inkerman|Inkerman
IKS|IKS|Тикси|Тикси|Tiksi|Tiksi|Тикси|Тикси|Tiksi|Tiksi
IKT|IKT|Иркутск|Иркутск|Irkutsk|Irkutsk|Иркутск|Иркутск|Irkutsk|Irkutsk
ILA|ILA|Иллага|Иллага|Illaga|Illaga|Иллага|Иллага|Illaga|Illaga
ILB|ILB|||Ilha Solteira|Ilha Solteira|||Ilha Solteira|Ilha Solteira
ILE|ILE|||Municipal|Municipal|||Killeen|Killeen
ILF|ILF|||Ilford|Ilford|||Ilford|Ilford
ILG|ILG|||Greater Wilmington|Greater Wilmington|||Wilmington|Wilmington
ILH|ILH|||Illis Airbase|Illis Airbase|||Illisheim|Illisheim
ILI|ILI|||Iliamna|Iliamna|||Iliamna|Iliamna
ILK|ILK|Илака|Илака|Ilaka|Ilaka|Илака|Илака|Ilaka|Ilaka
ILL|ILL|||Willmar|Willmar|||Willmar|Willmar
ILM|ILM|||Wilmington International|Wilmington International|||Wilmington|Wilmington
ILN|ILN|||Clinton Field|Clinton Field|||Wilmington|Wilmington
ILO|ILO|||Mandurriao|Mandurriao|Йоило|Йоило|Iloilo|Iloilo
ILP|ILP|||Ile Des Pins|Ile Des Pins|||Ile Des Pins|Ile Des Pins
ILQ|ILQ|||Ilo|Ilo|||Ilo|Ilo
ILR|ILR|Илорин|Илорин|Ilorin|Ilorin|Илорин|Илорин|Ilorin|Ilorin
ILU|ILU|Килагуни|Килагуни|Kilaguni|Kilaguni|Килагуни|Килагуни|Kilaguni|Kilaguni
ILX|ILX|||Ileg|Ileg|||Ileg|Ileg
ILY|ILY|||Glenegedale|Glenegedale|||Islay|Islay
ILZ|ILZ|Жилина|Жилина|Zilina|Zilina|Жилина|Жилина|Zilina|Zilina
IMA|IMA|Иамалеле|Иамалеле|Iamalele|Iamalele|Иамалеле|Иамалеле|Iamalele|Iamalele
IMB|IMB|Имбаимадай|Имбаимадай|Imbaimadai|Imbaimadai|Имбаимадай|Имбаимадай|Imbaimadai|Imbaimadai
IMD|IMD|Имонда|Имонда|Imonda|Imonda|Имонда|Имонда|Imonda|Imonda
IMF|IMF|||Municipal|Municipal|Имфал|Имфал|Imphal|Imphal
IMG|IMG|Иньяминга|Иньяминга|Inhaminga|Inhaminga|Иньяминга|Иньяминга|Inhaminga|Inhaminga
IMI|IMI|||Ine Island|Ine Island|||Ine Island|Ine Island
IMK|IMK|Симикот|Симикот|Simikot|Simikot|Симикот|Симикот|Simikot|Simikot
IML|IML|||Imperial|Imperial|||Imperial|Imperial
IMM|IMM|||Immokalee|Immokalee|||Immokalee|Immokalee
IMN|IMN|||Imane|Imane|||Imane|Imane
IMO|IMO|||Zemio|Zemio|||Zemio|Zemio
IMP|IMP|||Imperatriz|Imperatriz|||Imperatriz|Imperatriz
IMT|IMT|||Ford|Ford|||Iron Mountain|Iron Mountain
IMZ|IMZ|Нимроз|Нимроз|Nimroz|Nimroz|Нимроз|Нимроз|Nimroz|Nimroz
INA|INA|Инта|Инта|Inta|Inta|Инта|Инта|Inta|Inta
INB|INB|Индепенденс|Индепенденс|Independence|Independence|Индепенденс|Индепенденс|Independence|Independence
INC|INC|Фучуан|Фучуан|Yinchuan|Yinchuan|Фучуан|Фучуан|Yinchuan|Yinchuan
IND|IND|||Indianapolis International|Indianapolis International|||Indianapolis, IN|Indianapolis, IN
INE|INE|Шинде|Шинде|Chinde|Chinde|Шинде|Шинде|Chinde|Chinde
INF|INF|||Newark Liberty International|Newark Liberty International|Ин-Геззам|Ин-Геззам|In Guezzam|In Guezzam
ING|ING|||Lago Argentino|Lago Argentino|||Lago Argentino|Lago Argentino
INH|INH|Иньямбане|Иньямбане|Inhambane|Inhambane|Иньямбане|Иньямбане|Inhambane|Inhambane
INI|INI|||Constantine The Great International|Constantine The Great International|Ниш|Ниш|Nis|Nis
INJ|INJ|||Injune|Injune|||Injune|Injune
INK|INK|||Wink|Wink|||Wink|Wink
INL|INL|||Falls Intl|Falls Intl|||International Falls|International Falls
INM|INM|||Innamincka|Innamincka|||Innamincka|Innamincka
INN|INN|||Innsbruck-kranebitten|Innsbruck-kranebitten|Инсбрук|Инсбрук|Innsbruck|Innsbruck
INO|INO|Инонго|Инонго|Inongo|Inongo|Инонго|Инонго|Inongo|Inongo
INQ|INQ|Инишир|Инишир|Inisheer|Inisheer|Инишир|Инишир|Inisheer|Inisheer
INR|INR|||Kincheloe AFB|Kincheloe AFB|Со Сен Мари|Со Сен Мари|Sault Ste Marie|Sault Ste Marie
INS|INS|||Af Aux|Af Aux|||Indian Springs|Indian Springs
INT|INT|||Smith-Reynolds|Smith-Reynolds|||Winston Salem|Winston Salem
INU|INU|||Nauru International|Nauru International|||Nauru Island|Nauru Island
INV|INV|||Inverness|Inverness|||Inverness|Inverness
INW|INW|||Winslow-Lindbergh|Winslow-Lindbergh|||Winslow, AZ|Winslow, AZ
INX|INX|Инанватан|Инанватан|Inanwatan|Inanwatan|Инанватан|Инанватан|Inanwatan|Inanwatan
INY|INY|||Inyati|Inyati|||Inyati|Inyati
INZ|INZ|Ин-Салах|Ин-Салах|In Salah|In Salah|Ин-Салах|Ин-Салах|In Salah|In Salah
IOA|IOA|Ионина|Ионина|Ioannina|Ioannina|Иоаннина|Иоаннина|Ioannina|Ioannina
IOK|IOK|Иокеа|Иокеа|Iokea|Iokea|Иокеа|Иокеа|Iokea|Iokea
IOM|IOM|||Ronaldsway|Ronaldsway|||Isle Of Man|Isle Of Man
ION|ION|Импфондо|Импфондо|Impfondo|Impfondo|Импфондо|Импфондо|Impfondo|Impfondo
IOP|IOP|Иома|Иома|Ioma|Ioma|Иома|Иома|Ioma|Ioma
IOR|IOR|||Kilronan|Kilronan|Инишмор|Инишмор|Inishmore|Inishmore
IOS|IOS|||Eduardo Gomes|Eduardo Gomes|Илеус|Илеус|Ilheus|Ilheus
IOU|IOU|||Ile Ouen|Ile Ouen|||Ile Ouen|Ile Ouen
IOW|IOW|Айова Сити|Айова Сити|Iowa City|Iowa City|||Iowa City, IA|Iowa City, IA
IPA|IPA|Ипота|Ипота|Ipota|Ipota|Ипота|Ипота|Ipota|Ipota
IPC|IPC|||Mataveri|Mataveri|||Isla de Pascua, Easter Island|Isla de Pascua, Easter Island
IPE|IPE|Ипил|Ипил|Ipil|Ipil|Ипил|Ипил|Ipil|Ipil
IPG|IPG|Ипиранга|Ипиранга|Ipiranga|Ipiranga|Ипиранга|Ипиранга|Ipiranga|Ipiranga
